subject,body,sender,num_links,label
Your invoice #77561 could not be processed,Congratulations! You have been selected to receive a $830.18 gift card. Claim your prize now by clicking here: http://billing-update-portal.co/claim-prize before it expires on request #39444.,it.helpdesk@billing-update-portal.co,1,phishing
Action Required: Verify your account now,Your password will expire in 2 hours. Click here to reset it now: http://bank-alert-service.info/reset-password and avoid losing access to your account.,it.helpdesk@bank-alert-service.info,1,phishing
Upcoming maintenance window notice,"Hi team, just a reminder that we have our project sync meeting on the 3rd at 10 AM in the main conference room. Please bring your status updates.",alex.rivera@teamworkspace.com,0,legitimate
Welcome to our platform,"Welcome aboard, Jordan! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",jordan.lee@notifications.service.com,0,legitimate
Upcoming maintenance window notice,"Welcome aboard, Chris! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",priya.nair@notifications.service.com,0,legitimate
Project update: Q3 milestones,"Hi everyone, please note that our servers will undergo scheduled maintenance on August 21 from 1 AM to 3 AM. Some services may be briefly unavailable. More info at https://teamworkspace.com/details",billing@teamworkspace.com,1,legitimate
Your payment failed - update billing info,Your parcel (tracking #76542) delivery failed due to an incomplete address. Confirm your details within 12 hours at http://bank-alert-service.info/delivery-confirm to reschedule delivery.,support.team@bank-alert-service.info,1,phishing
Your package could not be delivered,Final Notice: Your account is scheduled for permanent closure on this Friday. Verify your information within 12 hours at http://verify-identity-now.top/verify-now to prevent this.,no-reply@verify-identity-now.top,1,phishing
Your package could not be delivered,"This is an automated alert from your bank. A transaction of $1,007.04 was flagged on the 3rd. Verify this transaction immediately at http://prize-claim-center.xyz/secure-verify or your card will be blocked.",support.team@prize-claim-center.xyz,1,phishing
We noticed a new device sign-in,Your parcel (tracking #80040) delivery failed due to an incomplete address. Confirm your details within 24 hours at http://login-secure-check.icu/delivery-confirm to reschedule delivery.,billing.department@login-secure-check.icu,1,phishing
Your invoice #57876 could not be processed,Your parcel (tracking #49953) delivery failed due to an incomplete address. Confirm your details within 48 hours at http://login-secure-check.icu/delivery-confirm to reschedule delivery.,it.helpdesk@login-secure-check.icu,1,phishing
Urgent: Your account will be suspended,"This is an automated alert from your bank. A transaction of $1,250.87 was flagged on Monday, June 9. Verify this transaction immediately at http://login-secure-check.icu/secure-verify or your card will be blocked.",billing.department@login-secure-check.icu,1,phishing
Invoice for your recent purchase,"Hello Morgan, good news - your order #63026 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info at https://notifications.service.com/details",billing@notifications.service.com,1,legitimate
Meeting reminder for tomorrow,"Hi Chris, thanks for your order. Your receipt total was $976.44. Reach out anytime with questions. More info at https://teamworkspace.com/details",alex.rivera@teamworkspace.com,1,legitimate
Bank Alert: Unauthorized transaction detected,"Dear Chris, our system detected a login attempt from an unrecognized device on next Tuesday. If this wasn't you, secure your account now at http://secure-login-update.com/secure-login.",support.team@secure-login-update.com,1,phishing
Your receipt from notifications.service.com,"Hi team, just a reminder that we have our project sync meeting on March 14 at 10 AM in the main conference room. Please bring your status updates.",jordan.lee@notifications.service.com,0,legitimate
Your order has shipped,"Hi Jordan, attached is the invoice #21662 for your recent purchase of $1,909.25. Let us know if you have any questions about the charges or need a receipt. More info at https://notifications.service.com/details",team.updates@notifications.service.com,1,legitimate
Your payment failed - update billing info,Final Notice: Your account is scheduled for permanent closure on next Tuesday. Verify your information within 48 hours at http://bank-alert-service.info/verify-now to prevent this.,account.security@bank-alert-service.info,1,phishing
Feedback request for recent support ticket,"Hi Casey, thanks for your order. Your receipt total was $930.86. Reach out anytime with questions.",alex.rivera@company.com,0,legitimate
Bank Alert: Unauthorized transaction detected,Your account has been locked due to suspicious activity. Please confirm your username and password at http://account-support-team.ru/login-confirm to restore access. Case ID: 96374,account.security@account-support-team.ru,1,phishing
Your order has shipped,"Welcome aboard, Jordan! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",team.updates@company.com,0,legitimate
Weekly team standup notes,"Hi Priya, following up on 41897 - let me know if you have any other questions, happy to help.",alex.rivera@notifications.service.com,0,legitimate
Bank Alert: Unauthorized transaction detected,Your password will expire in 24 hours. Click here to reset it now: http://verify-identity-now.top/reset-password and avoid losing access to your account.,billing.department@verify-identity-now.top,1,phishing
Immediate action needed: Password expired,Congratulations! You have been selected to receive a $372.23 gift card. Claim your prize now by clicking here: http://account-verify-now.net/claim-prize before it expires on request #27367.,account.security@account-verify-now.net,1,phishing
Your receipt from company.com,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by the 3rd.",jordan.lee@company.com,0,legitimate
Re: 73792 follow-up,"Hi team, just a reminder that we have our project sync meeting on next Tuesday at 10 AM in the main conference room. Please bring your status updates.",team.updates@ourplatform.io,0,legitimate
